;title;processId;processName;priority;ownedBy;processNumber;createdBy;state;createdDate;updatedDate;processDN;levels;href
1274;Instance #220571 of Verification;220571;Verification;5;Public Works.ProcessOwner;207567;hannes;OPEN;2020-02-11T13:20:54.000Z;2020-02-11T13:20:55.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/220571
1275;Instance #220573 of Verification;220573;Verification;5;Public Works.ProcessOwner;207569;hannes;OPEN;2020-02-11T13:21:11.000Z;2020-02-11T13:21:12.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/220573
1276;Instance #220575 of Verification;220575;Verification;5;Public Works.ProcessOwner;207571;hannes;OPEN;2020-02-11T13:21:22.000Z;2020-02-11T13:21:22.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/220575
1277;Instance #220577 of Verification;220577;Verification;5;Public Works.ProcessOwner;207573;hannes;OPEN;2020-02-11T13:21:32.000Z;2020-02-11T13:21:33.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/220577
1278;Instance #230776 of Verification;230776;Verification;5;Public Works.ProcessOwner;207575;hannes;OPEN;2020-02-11T13:21:42.000Z;2020-02-11T13:21:43.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/230776
1279;Instance #230778 of Verification;230778;Verification;5;Public Works.ProcessOwner;207577;hannes;OPEN;2020-02-11T13:21:52.000Z;2020-02-11T13:21:52.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/230778
1280;Instance #230780 of Verification;230780;Verification;5;Public Works.ProcessOwner;207579;hannes;OPEN;2020-02-11T13:22:56.000Z;2020-02-11T13:22:56.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/230780
1281;Instance #220579 of Verification;220579;Verification;5;Public Works.ProcessOwner;207581;hannes;OPEN;2020-02-11T13:23:05.000Z;2020-02-11T13:23:05.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/220579
1282;Instance #230782 of Verification;230782;Verification;5;Public Works.ProcessOwner;207584;hannes;OPEN;2020-02-11T13:23:18.000Z;2020-02-11T13:23:19.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/230782
1283;Instance #230785 of Verification;230785;Verification;5;Public Works.ProcessOwner;207587;hannes;OPEN;2020-02-11T13:23:56.000Z;2020-02-11T13:23:56.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/230785
1284;Instance #230787 of Verification;230787;Verification;5;Public Works.ProcessOwner;207589;hannes;OPEN;2020-02-11T13:24:32.000Z;2020-02-11T13:24:32.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/230787
1285;Instance #220582 of Verification;220582;Verification;5;Public Works.ProcessOwner;207591;danelle;OPEN;2020-02-11T13:24:39.000Z;2020-03-11T10:31:17.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/220582
1286;Instance #220584 of Verification;220584;Verification;5;Public Works.ProcessOwner;207593;hannes;OPEN;2020-02-11T13:24:49.000Z;2020-02-11T13:24:50.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/220584
1287;Instance #230789 of Verification;230789;Verification;5;Public Works.ProcessOwner;207595;hannes;OPEN;2020-02-11T13:24:59.000Z;2020-02-11T13:24:59.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/230789
1288;Instance #230791 of Verification;230791;Verification;5;Public Works.ProcessOwner;207597;hannes;OPEN;2020-02-11T13:25:13.000Z;2020-02-11T13:25:13.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/230791
1289;Instance #230793 of Verification;230793;Verification;5;Public Works.ProcessOwner;207599;hannes;OPEN;2020-02-11T13:25:22.000Z;2020-02-11T13:25:22.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/230793
1290;Instance #220586 of Verification;220586;Verification;5;Public Works.ProcessOwner;207601;hannes;OPEN;2020-02-11T13:25:31.000Z;2020-02-11T13:25:32.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/220586
1291;Instance #230795 of Verification;230795;Verification;5;Public Works.ProcessOwner;207603;hannes;OPEN;2020-02-11T13:25:47.000Z;2020-02-11T13:25:48.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/230795
1292;Instance #230798 of Verification;230798;Verification;5;Public Works.ProcessOwner;207609;hannes;OPEN;2020-02-11T13:37:14.000Z;2020-02-11T13:37:14.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/230798
1293;Instance #220591 of Verification;220591;Verification;5;Public Works.ProcessOwner;207611;hannes;OPEN;2020-02-11T13:37:35.000Z;2020-02-11T13:37:35.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/220591
1294;Instance #220593 of Verification;220593;Verification;5;Public Works.ProcessOwner;207613;hannes;OPEN;2020-02-11T13:37:49.000Z;2020-02-11T13:37:49.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/220593
1295;Instance #220595 of Verification;220595;Verification;5;Public Works.ProcessOwner;207615;hannes;OPEN;2020-02-11T13:37:58.000Z;2020-02-11T13:37:58.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/220595
1296;Instance #220597 of Verification;220597;Verification;5;Public Works.ProcessOwner;207617;hannes;OPEN;2020-02-11T13:38:09.000Z;2020-02-11T13:38:09.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/220597
1297;Instance #230800 of Verification;230800;Verification;5;Public Works.ProcessOwner;207619;hannes;OPEN;2020-02-11T13:38:20.000Z;2020-02-11T13:38:20.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/230800
1298;Instance #230802 of Verification;230802;Verification;5;Public Works.ProcessOwner;207621;hannes;OPEN;2020-02-11T13:38:34.000Z;2020-02-11T13:38:34.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/230802
1299;Instance #230804 of Verification;230804;Verification;5;Public Works.ProcessOwner;207623;hannes;OPEN;2020-02-11T13:38:47.000Z;2020-02-11T13:38:47.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/230804
1300;Instance #220599 of Verification;220599;Verification;5;Public Works.ProcessOwner;207625;hannes;OPEN;2020-02-11T13:38:57.000Z;2020-04-03T06:13:05.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/220599
1301;Instance #220601 of Verification;220601;Verification;5;Public Works.ProcessOwner;207627;hannes;OPEN;2020-02-11T13:39:06.000Z;2020-04-28T17:37:16.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/220601
1302;Instance #220603 of Verification;220603;Verification;5;Public Works.ProcessOwner;207629;hannes;OPEN;2020-02-11T13:39:15.000Z;2020-04-28T17:37:26.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/220603
1303;Instance #220605 of Verification;220605;Verification;5;Public Works.ProcessOwner;207631;hannes;OPEN;2020-02-11T13:39:25.000Z;2020-02-11T13:39:25.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/220605
1304;Instance #220607 of Verification;220607;Verification;5;Public Works.ProcessOwner;207633;hannes;OPEN;2020-02-11T13:39:36.000Z;2020-02-11T13:39:36.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/220607
1305;Instance #230806 of Verification;230806;Verification;5;Public Works.ProcessOwner;207635;hannes;OPEN;2020-02-11T13:40:05.000Z;2020-02-11T13:40:06.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/230806
1306;Instance #230808 of Verification;230808;Verification;5;Public Works.ProcessOwner;207637;hannes;OPEN;2020-02-11T13:40:52.000Z;2020-02-11T13:40:53.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/230808
1307;Instance #220609 of Verification;220609;Verification;5;Public Works.ProcessOwner;207639;danelle;OPEN;2020-02-11T13:40:59.000Z;2020-03-11T10:31:19.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/220609
1308;Instance #220611 of Verification;220611;Verification;5;Public Works.ProcessOwner;207641;hannes;OPEN;2020-02-11T13:41:05.000Z;2020-02-11T13:41:05.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/220611
1309;Instance #220613 of Verification;220613;Verification;5;Public Works.ProcessOwner;207643;hannes;OPEN;2020-02-11T13:41:28.000Z;2020-02-11T13:41:28.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/220613
1310;Instance #220615 of Verification;220615;Verification;5;Public Works.ProcessOwner;207645;hannes;OPEN;2020-02-11T13:41:46.000Z;2020-02-11T13:41:47.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/220615
1311;Instance #220617 of Verification;220617;Verification;5;Public Works.ProcessOwner;207647;hannes;OPEN;2020-02-11T13:42:19.000Z;2020-02-11T13:42:20.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/220617
1312;Instance #230810 of Verification;230810;Verification;5;Public Works.ProcessOwner;207649;hannes;OPEN;2020-02-11T13:42:39.000Z;2020-02-11T13:42:39.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/230810
1313;Instance #230812 of Verification;230812;Verification;5;Public Works.ProcessOwner;207651;hannes;OPEN;2020-02-11T13:42:53.000Z;2020-02-11T13:42:54.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/230812
1314;Instance #220619 of Verification;220619;Verification;5;Public Works.ProcessOwner;207653;hannes;OPEN;2020-02-11T13:43:08.000Z;2020-02-11T13:43:09.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/220619
1315;Instance #220621 of Verification;220621;Verification;5;Public Works.ProcessOwner;207655;hannes;OPEN;2020-02-11T13:43:26.000Z;2020-02-11T13:43:26.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/220621
1316;Instance #220623 of Verification;220623;Verification;5;Public Works.ProcessOwner;207657;hannes;OPEN;2020-02-11T13:43:37.000Z;2020-02-11T13:43:38.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/220623
1317;Instance #220625 of Verification;220625;Verification;5;Public Works.ProcessOwner;207659;hannes;OPEN;2020-02-11T13:43:48.000Z;2020-02-11T13:43:48.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/220625
1318;Instance #220627 of Verification;220627;Verification;5;Public Works.ProcessOwner;207661;hannes;OPEN;2020-02-11T13:43:58.000Z;2020-02-11T13:43:58.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/220627
1319;Instance #220629 of Verification;220629;Verification;5;Public Works.ProcessOwner;207663;hannes;OPEN;2020-02-11T13:44:13.000Z;2020-02-11T13:44:14.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/220629
1320;Instance #220631 of Verification;220631;Verification;5;Public Works.ProcessOwner;207665;hannes;OPEN;2020-02-11T13:44:25.000Z;2020-03-26T06:17:27.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/220631
1321;Instance #220633 of Verification;220633;Verification;5;Public Works.ProcessOwner;207667;hannes;OPEN;2020-02-11T13:44:39.000Z;2020-02-11T13:44:40.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/220633
1322;Instance #220635 of Verification;220635;Verification;5;Public Works.ProcessOwner;207669;hannes;OPEN;2020-02-11T13:44:49.000Z;2020-02-11T13:44:49.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/220635
1323;Instance #220637 of Verification;220637;Verification;5;Public Works.ProcessOwner;207671;hannes;OPEN;2020-02-11T13:44:57.000Z;2020-02-11T13:44:57.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/220637
1324;Instance #220639 of Verification;220639;Verification;5;Public Works.ProcessOwner;207673;hannes;OPEN;2020-02-11T13:45:05.000Z;2020-02-11T13:45:05.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/220639
1325;Instance #220641 of Verification;220641;Verification;5;Public Works.ProcessOwner;207675;hannes;OPEN;2020-02-11T13:45:14.000Z;2020-02-11T13:45:14.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/220641
1326;Instance #220643 of Verification;220643;Verification;5;Public Works.ProcessOwner;207677;hannes;OPEN;2020-02-11T13:45:24.000Z;2020-02-11T13:45:24.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/220643
1327;Instance #220645 of Verification;220645;Verification;5;Public Works.ProcessOwner;207679;hannes;OPEN;2020-02-11T13:45:35.000Z;2020-02-11T13:45:35.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/220645
1328;Instance #220647 of Verification;220647;Verification;5;Public Works.ProcessOwner;207681;hannes;OPEN;2020-02-11T13:47:21.000Z;2020-02-11T13:47:21.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/220647
1329;Instance #220649 of Verification;220649;Verification;5;Public Works.ProcessOwner;207683;hannes;OPEN;2020-02-11T13:47:32.000Z;2020-02-11T13:47:32.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/220649
1330;Instance #230814 of Verification;230814;Verification;5;Public Works.ProcessOwner;207685;hannes;OPEN;2020-02-11T13:47:44.000Z;2020-02-11T13:47:44.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/230814
